"행정구역","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_0~9세","2021년07월_계_10~19세","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_계_80~89세","2021년07월_계_90~99세","2021년07월_계_100세 이상"
"서울특별시 은평구 갈현제1동(1138055100)","22,494","22,494","949","1,496","3,643","2,943","3,159","3,880","3,546","2,031","742","99","6"
"서울특별시 은평구 갈현제2동(1138055200)","28,511","28,511","1,467","2,355","4,351","3,834","4,595","4,753","3,783","2,305","948","108","12"
"서울특별시 은평구 구산동(1138056000)","32,464","32,464","1,714","2,823","4,409","4,085","5,006","5,615","4,775","2,707","1,181","146","3"
"서울특별시 은평구 대조동(1138057000)","27,026","27,026","1,113","1,581","4,911","4,182","3,940","4,161","3,601","2,357","1,046","111","23"
"서울특별시 은평구 응암제1동(1138058000)","32,724","32,724","2,512","2,705","4,445","5,417","5,541","4,843","3,860","2,322","963","115","1"
"서울특별시 은평구 응암제2동(1138059000)","27,416","27,416","3,144","2,303","2,695","4,833","5,239","3,670","2,990","1,704","725","91","22"
"서울특별시 은평구 응암제3동(1138060000)","24,810","24,810","988","1,545","3,589","3,377","3,475","4,130","3,804","2,561","1,198","139","4"
"서울특별시 은평구 역촌동(1138062500)","45,822","45,822","2,494","3,419","6,538","6,394","7,451","7,615","6,394","3,823","1,520","165","9"
"서울특별시 은평구 신사제1동(1138063100)","27,191","27,191","1,514","2,041","3,863","4,010","4,145","4,371","4,017","2,245","887","97","1"
"서울특별시 은평구 신사제2동(1138063200)","20,487","20,487","1,043","1,615","2,910","2,716","3,085","3,464","3,212","1,643","705","90","4"
"서울특별시 은평구 증산동(1138064000)","15,103","15,103","704","1,164","2,045","1,991","2,229","2,507","2,483","1,366","539","72","3"
"서울특별시 은평구 수색동(1138065000)","11,301","11,301","719","760","1,480","1,752","1,527","1,980","1,733","880","412","58","0"
"서울특별시 은평구 진관동(1138069000)","56,029","56,029","4,359","7,354","6,917","6,563","10,388","8,527","6,480","3,464","1,570","243","164"
"서울특별시 서대문구 (1141000000)","306,839","306,839","19,383","23,006","49,433","44,456","46,017","48,625","39,291","23,519","11,457","1,537","115"
"서울특별시 서대문구 천연동(1141052000)","17,207","17,207","1,176","1,413","2,142","2,323","2,713","2,983","2,241","1,355","767","89","5"
"서울특별시 서대문구 북아현동(1141055500)","16,173","16,173","1,395","1,038","2,289","2,837","2,594","2,723","1,815","971","443","63","5"
"서울특별시 서대문구 충현동(1141056500)","20,568","20,568","1,204","1,340","3,431","3,320","2,991","3,284","2,740","1,414","708","126","10"
"서울특별시 서대문구 신촌동(1141058500)","19,496","19,496","697","921","7,660","3,427","1,950","1,947","1,410","902","508","69","5"
"서울특별시 서대문구 연희동(1141061500)","35,275","35,275","1,593","2,362","7,527","5,533","4,816","5,142","4,135","2,645","1,314","197","11"
"서울특별시 서대문구 홍제제1동(1141062000)","23,892","23,892","1,484","1,849","3,108","3,343","3,634","4,054","3,347","1,970","977","123","3"
"서울특별시 서대문구 홍제제3동(1141064000)","15,458","15,458","735","1,067","2,052","1,947","2,095","2,647","2,315","1,632","855","89","24"
"서울특별시 서대문구 홍제제2동(1141065500)","13,864","13,864","771","1,022","1,770","1,851","1,972","2,514","2,100","1,213","566","80","5"
"서울특별시 서대문구 홍은제1동(1141066000)","22,747","22,747","1,467","1,735","2,828","3,020","3,350","3,908","3,386","1,925","989","132","7"
"서울특별시 서대문구 홍은제2동(1141068500)","26,660","26,660","1,215","2,103","4,145","3,509","3,839","4,548","3,795","2,204","1,122","150","30"
"서울특별시 서대문구 남가좌제1동(1141069000)","15,586","15,586","2,097","1,465","1,478","2,341","3,079","2,143","1,571","916","437","55","4"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,778","29,778","2,642","2,387","4,218","4,479","4,888","4,422","3,449","2,163","992","136","2"
"서울특별시 서대문구 북가좌제1동(1141071000)","18,178","18,178","1,360","1,928","2,125","2,344","3,200","2,974","2,265","1,319","584","77","2"
"서울특별시 서대문구 북가좌제2동(1141072000)","31,957","31,957","1,547","2,376","4,660","4,182","4,896","5,336","4,722","2,890","1,195","151","2"
"서울특별시 마포구 (1144000000)","370,185","370,185","24,195","28,041","61,919","63,793","60,498","54,568","40,576","23,649","11,256","1,583","107"
"서울특별시 마포구 아현동(1144055500)","25,283","25,283","2,744","1,660","3,109","4,921","4,303","3,807","2,800","1,175","650","104","10"
"서울특별시 마포구 공덕동(1144056500)","37,274","37,274","2,221","2,233","6,216","6,511","5,342","6,254","4,559","2,505","1,275","145","13"
"서울특별시 마포구 도화동(1144058500)","21,313","21,313","1,453","1,556","2,904","3,594","3,116","3,442","2,743","1,522","850","132","1"
"서울특별시 마포구 용강동(1144059000)","21,691","21,691","2,160","2,049","2,224","3,662","4,360","3,014","2,206","1,285","625","103","3"
"서울특별시 마포구 대흥동(1144060000)","14,365","14,365","649","840","3,520","2,400","2,050","2,030","1,486","857","451","70","12"
"서울특별시 마포구 염리동(1144061000)","16,246","16,246","1,423","1,496","2,403","2,571","2,992","2,415","1,521","898","461","54","12"
"서울특별시 마포구 신수동(1144063000)","22,650","22,650","1,692","1,839","3,376","3,622","3,816","3,587","2,476","1,460","683","94","5"
"서울특별시 마포구 서강동(1144065500)","24,954","24,954","1,775","1,735","5,028","4,127","3,948","3,651","2,548","1,363","685","92","2"
"서울특별시 마포구 서교동(1144066000)","25,051","25,051","806","1,195","6,288","5,373","3,674","3,078","2,271","1,492","739","126","9"
"서울특별시 마포구 합정동(1144068000)","17,612","17,612","974","923","3,365","3,636","2,626","2,341","1,944","1,191","527","82","3"
"서울특별시 마포구 망원제1동(1144069000)","20,395","20,395","984","1,293","3,370","3,840","3,201","2,967","2,438","1,563","649","85","5"
"서울특별시 마포구 망원제2동(1144070000)","18,737","18,737","1,125","1,547","2,825","2,905","3,197","2,814","2,213","1,461","581","63","6"
"서울특별시 마포구 연남동(1144071000)","15,187","15,187","585","769","3,240","3,035","2,247","1,970","1,725","1,016","515","80","5"
"서울특별시 마포구 성산제1동(1144072000)","19,002","19,002","891","1,427","3,140","3,259","3,298","2,835","2,235","1,302","557","55","3"
"서울특별시 마포구 성산제2동(1144073000)","39,738","39,738","2,369","3,382","6,585","6,566","6,371","5,839","4,348","2,865","1,218","187","8"
"서울특별시 마포구 상암동(1144074000)","30,687","30,687","2,344","4,097","4,326","3,771","5,957","4,524","3,063","1,694","790","111","10"
"서울특별시 양천구 (1147000000)","450,431","450,431","30,497","49,862","58,537","56,504","77,531","76,101","59,684","28,890","11,081","1,675","69"
"서울특별시 양천구 목1동(1147051000)","30,982","30,982","2,840","5,046","3,277","3,163","6,765","4,980","3,003","1,326","492","86","4"
"서울특별시 양천구 목2동(1147052000)","30,013","30,013","1,650","2,441","4,886","5,236","4,581","4,806","3,938","1,715","666","91","3"
"서울특별시 양천구 목3동(1147053000)","22,055","22,055","1,275","1,516","3,451","3,937","3,164","3,553","3,093","1,379","601","81","5"
"서울특별시 양천구 목4동(1147054000)","25,591","25,591","1,335","3,257","4,097","2,722","4,417","4,855","2,780","1,488","552","79","9"
"서울특별시 양천구 목5동(1147055000)","41,427","41,427","3,232","7,391","4,342","3,785","8,873","6,741","4,385","1,775","741","158","4"
"서울특별시 양천구 신월1동(1147056000)","20,615","20,615","948","1,284","2,636","2,703","3,023","3,723","3,733","1,860","604","96","5"
"서울특별시 양천구 신월2동(1147057000)","20,865","20,865","1,373","1,764","2,590","2,905","3,259","3,269","3,342","1,735","543","82","3"
"서울특별시 양천구 신월3동(1147058000)","15,360","15,360","806","1,100","2,007","1,948","2,174","2,848","2,570","1,359","494","51","3"
"서울특별시 양천구 신월4동(1147059000)","18,134","18,134","1,391","1,600","2,151","2,343","3,033","2,830","2,793","1,393","533","64","3"
"서울특별시 양천구 신월5동(1147060000)","14,819","14,819","934","1,244","2,143","2,039","2,244","2,502","2,234","1,050","376","53","0"
"서울특별시 양천구 신월6동(1147061000)","13,768","13,768","1,467","1,206","1,571","2,551","2,182","2,021","1,737","770","229","30","4"
"서울특별시 양천구 신월7동(1147061100)","20,122","20,122","997","1,302","2,566","2,586","2,895","3,508","3,506","1,824","837","98","3"
"서울특별시 양천구 신정1동(1147062000)","20,503","20,503","1,789","2,924","2,386","2,000","4,010","3,488","2,277","1,066","464","96","3"
"서울특별시 양천구 신정2동(1147063000)","19,591","19,591","1,275","2,948","2,416","1,769","3,714","3,520","2,321","1,102","449","73","4"
"서울특별시 양천구 신정3동(1147064000)","49,607","49,607","3,685","5,608","6,188","6,122","8,408","8,540","6,348","3,273","1,241","188","6"
"서울특별시 양천구 신정4동(1147065000)","32,898","32,898","1,551","2,274","5,254","4,907","5,084","5,346","4,817","2,666","891","103","5"
"서울특별시 양천구 신정6동(1147067000)","24,773","24,773","2,031","3,614","3,091","2,686","4,675","4,405","2,716","1,033","419","102","1"
"서울특별시 양천구 신정7동(1147068000)","29,308","29,308","1,918","3,343","3,485","3,102","5,030","5,166","4,091","2,076","949","144","4"
"서울특별시 강서구 (1150000000)","577,058","577,058","38,065","43,876","86,744","98,242","89,980","84,557","78,726","39,061","15,219","2,494","94"
"서울특별시 강서구 염창동(1150051000)","41,940","41,940","4,019","4,469","5,691","7,304","7,603","5,937","4,346","1,779","694","94","4"
"서울특별시 강서구 등촌제1동(1150052000)","24,275","24,275","1,260","1,286","5,063","6,134","3,244","3,043","2,302","1,118","684","135","6"
"서울특별시 강서구 등촌제2동(1150053000)","20,491","20,491","1,262","1,535","3,169","3,481","3,019","3,261","2,891","1,320","466","87","0"
"서울특별시 강서구 등촌제3동(1150053500)","30,977","30,977","1,684","1,962","3,934","4,624","3,894","5,128","5,424","2,562","1,459","294","12"
"서울특별시 강서구 화곡제1동(1150054000)","52,026","52,026","2,548","2,420","9,582","10,407","7,448","7,288","7,162","3,772","1,228","161","10"
"서울특별시 강서구 화곡제2동(1150055000)","18,074","18,074","1,116","1,387","2,612","2,838","3,030","2,806","2,503","1,325","398","59","0"
"서울특별시 강서구 화곡제3동(1150056000)","21,384","21,384","1,223","1,615","3,069","3,101","3,201","3,212","3,470","1,794","603","88","8"
"서울특별시 강서구 화곡제4동(1150057000)","20,735","20,735","1,102","1,328","2,914","3,252","3,229","3,325","3,229","1,673","597","85","1"
"서울특별시 강서구 화곡본동(1150059000)","34,451","34,451","2,082","2,368","6,057","6,392","5,437","4,815","4,357","2,111","712","116","4"
"서울특별시 강서구 화곡제6동(1150059100)","24,853","24,853","1,187","1,608","4,367","4,237","3,590","3,860","3,716","1,605","584","97","2"
"서울특별시 강서구 화곡제8동(1150059300)","24,603","24,603","1,238","1,557","3,868","4,013","3,901","3,664","3,590","2,065","621","82","4"
"서울특별시 강서구 가양제1동(1150060300)","34,086","34,086","1,624","1,842","8,348","8,477","4,580","4,112","3,355","1,163","498","84","3"
"서울특별시 강서구 가양제2동(1150060400)","14,168","14,168","472","455","1,632","2,313","1,435","2,064","3,276","1,597","785","135","4"
"서울특별시 강서구 가양제3동(1150060500)","15,239","15,239","689","550","1,733","3,051","1,886","2,197","2,768","1,567","679","117","2"
"서울특별시 강서구 발산제1동(1150061100)","36,257","36,257","3,132","4,829","4,552","4,120","6,969","5,690","3,936","2,120","764","139","6"
"서울특별시 강서구 우장산동(1150061500)","43,154","43,154","3,605","5,455","5,228","5,298","8,390","6,604","5,084","2,588","768","129","5"
"서울특별시 강서구 공항동(1150062000)","30,844","30,844","3,455","2,151","4,019","5,693","5,039","4,126","3,699","1,822","722","114","4"
"서울특별시 강서구 방화제1동(1150063000)","43,248","43,248","3,899","4,194","5,136","6,209","7,491","6,387","5,854","2,828","1,082","163","5"
"서울특별시 강서구 방화제2동(1150064000)","23,246","23,246","1,191","1,394","3,329","3,720","3,204","3,558","3,785","2,053","882","126","4"
"서울특별시 강서구 방화제3동(1150064100)","23,007","23,007","1,277","1,471","2,441","3,578","3,390","3,480","3,979","2,199","993","189","10"
"서울특별시 구로구 (1153000000)","398,744","398,744","26,666","29,524","54,509","61,546","61,866","62,236","57,114","31,822","11,911","1,501","49"
"서울특별시 구로구 신도림동(1153051000)","35,707","35,707","3,499","3,520","4,166","6,051","6,496","5,033","4,127","1,978","734","100","3"
"서울특별시 구로구 구로제1동(1153052000)","20,948","20,948","1,787","1,942","2,751","3,732","3,606","2,981","2,703","993","386","63","4"
"서울특별시 구로구 구로제2동(1153053000)","24,039","24,039","834","1,389","3,186","2,843","3,340","4,586","4,090","2,621","1,027","119","4"
"서울특별시 구로구 구로제3동(1153054000)","23,626","23,626","1,253","1,373","4,226","4,898","3,970","3,047","2,617","1,568","602","71","1"
"서울특별시 구로구 구로제4동(1153055000)","19,944","19,944","768","1,058","2,834","2,864","2,818","3,440","3,088","2,108","876","90","0"
"서울특별시 구로구 구로제5동(1153056000)","29,345","29,345","1,774","1,558","5,084","5,506","4,109","4,489","3,852","2,079","802","91","1"
"서울특별시 구로구 가리봉동(1153059500)","8,954","8,954","231","275","1,530","1,233","1,076","1,759","1,609","834","358","46","3"
"서울특별시 구로구 고척제1동(1153072000)","22,616","22,616","1,254","1,881","3,164","2,797","3,384","3,854","3,567","1,930","690","93","2"
"서울특별시 구로구 고척제2동(1153073000)","26,868","26,868","1,704","2,176","3,498","3,153","4,181","4,685","4,101","2,337","921","108","4"
"서울특별시 구로구 개봉제1동(1153074000)","34,087","34,087","2,162","2,336","4,557","5,080","4,896","5,736","5,257","2,875","1,047","137","4"
"서울특별시 구로구 개봉제2동(1153075000)","31,186","31,186","2,032","2,272","3,784","4,312","4,736","4,872","5,138","2,973","943","118","6"
"서울특별시 구로구 개봉제3동(1153076000)","20,330","20,330","1,098","1,387","2,533","2,651","3,072","3,433","3,529","1,831","715","77","4"
"서울특별시 구로구 오류제1동(1153077000)","22,771","22,771","1,187","1,206","4,092","4,436","3,147","3,022","3,026","1,847","711","93","4"
"서울특별시 구로구 오류제2동(1153078000)","38,330","38,330","2,981","3,936","4,478","5,059","6,488","5,627","5,136","3,252","1,204","166","3"
"서울특별시 구로구 수궁동(1153079000)","23,687","23,687","1,409","1,953","3,040","3,222","3,727","3,896","3,711","1,961","678","87","3"
"서울특별시 구로구 항동(1153080000)","16,306","16,306","2,693","1,262","1,586","3,709","2,820","1,776","1,563","635","217","42","3"
"서울특별시 금천구 (1154500000)","230,665","230,665","12,016","14,235","37,200","35,930","32,045","39,507","34,222","17,906","6,692","867","45"
"서울특별시 금천구 가산동(1154551000)","23,377","23,377","677","670","6,658","5,656","2,739","2,907","2,444","1,170","401","52","3"
"서울특별시 금천구 독산제1동(1154561000)","43,755","43,755","3,257","2,339","7,701","8,938","6,387","6,372","5,120","2,595","931","107","8"
"서울특별시 금천구 독산제2동(1154562000)","18,890","18,890","826","1,154","2,838","2,514","2,555","3,720","3,128","1,554","527","71","3"
"서울특별시 금천구 독산제3동(1154563000)","24,252","24,252","952","1,315","3,913","3,558","3,124","4,618","4,007","1,917","736","109","3"
"서울특별시 금천구 독산제4동(1154564000)","15,376","15,376","630","945","2,262","2,003","1,996","3,163","2,572","1,332","421","50","2"
"서울특별시 금천구 시흥제1동(1154567000)","32,967","32,967","1,719","2,221","4,848","4,735","4,734","5,788","4,988","2,741","1,035","153","5"
